TeamName,Season,TeamID,FirstD1Season,LastD1Season,Seed,rank,team,conference,record,adj_em,adj_o,adj_o_rank,adj_d,adj_d_rank,adj_tempo,adj_tempo_rank,luck,luck_rank,sos_adj_em,sos_adj_em_rank,sos_adj_o,sos_adj_o_rank,sos_adj_d,sos_adj_d_rank,nc_sos_adj_em,nc_sos_adj_em_rank,ncaa_seed
California,2009,1143,1985,2021,Z07,30,California,P10,22-11,17.37,116.8,11,99.4,96,66,140,0.001,162,9.17,33,108,30,98.8,30,-3.54,246,7
Tennessee,2009,1397,1985,2021,W09,32,Tennessee,SEC,21-13,16.48,115.1,20,98.7,83,67.7,72,-0.032,261,9.4,31,107.9,31,98.5,21,9.15,21,9
Ohio St,2009,1326,1985,2021,Y08,34,Ohio St.,B10,22-11,16.34,113.3,32,96.9,63,62.5,284,0.042,67,9.46,30,107.7,36,98.2,14,-3.41,241,8
Arizona,2009,1112,1985,2021,Y12,37,Arizona,P10,21-14,15.96,117.7,6,101.8,147,64.9,187,0.018,119,11.33,6,109,10,97.7,8,2.34,100,12
Butler,2009,1139,1985,2021,X09,38,Butler,Horz,26-6,15.78,110.3,62,94.5,38,62.8,274,-0.014,206,2.51,105,103,159,100.5,73,6.15,39,9
Florida St,2009,1199,1985,2021,W05,39,Florida St.,ACC,25-10,15.76,105.9,116,90.1,7,65.9,148,0.066,28,10.01,21,109.2,6,99.2,42,0.6,140,5
Minnesota,2009,1278,1985,2021,W10,40,Minnesota,B10,22-11,15.43,108.1,90,92.6,21,64.5,211,0.031,89,8.44,38,107.4,43,98.9,33,-4.18,257,10
Utah St,2009,1429,1985,2021,Z11,44,Utah St.,WAC,30-5,15.12,116.7,12,101.6,143,60,327,0.046,58,-0.47,169,103.2,151,103.6,192,-2.77,225,11
Texas A&M,2009,1401,1985,2021,Z09,45,Texas A&M,B12,24-10,15.01,113.1,35,98.1,74,63.9,235,0.053,48,7.85,48,107.1,48,99.3,45,-4.3,261,9
LSU,2009,1261,1985,2021,X08,46,LSU,SEC,27-8,14.86,111.5,47,96.6,60,66.1,136,0.075,22,3.5,92,104.6,101,101.1,86,-8.66,327,8
Michigan,2009,1276,1985,2021,X10,47,Michigan,B10,21-14,14.75,112.2,40,97.5,67,62.5,285,0.014,132,11.39,5,108.5,20,97.1,3,0.63,139,10
Temple,2009,1396,1985,2021,X11,50,Temple,A10,22-12,14.38,109.9,68,95.5,43,63.5,255,-0.005,173,6.68,54,106.9,49,100.3,68,7.22,32,11
VCU,2009,1433,1985,2021,W11,54,VCU,CAA,24-10,13.62,110.1,64,96.4,57,65.8,150,-0.073,320,0.23,156,102.9,166,102.7,157,3.46,78,11
Maryland,2009,1268,1985,2021,Z10,55,Maryland,ACC,21-14,13.55,110,67,96.4,56,66.3,126,0.039,72,9.61,26,108.3,24,98.7,28,-3.29,238,10
N Dakota St,2009,1295,2006,2021,Y14,61,North Dakota St.,Sum,26-7,12.29,114.3,25,102,152,67.5,79,-0.009,187,-1.6,193,103.1,154,104.7,236,2.21,105,14
Cleveland St,2009,1156,1985,2021,Y13,66,Cleveland St.,Horz,26-11,11.96,105.3,124,93.3,29,63.7,243,0.009,145,3.76,88,104.6,100,100.9,81,7.07,33,13
Siena,2009,1373,1985,2021,Y09,67,Siena,MAAC,27-8,11.93,110.3,63,98.4,78,70.7,16,0.031,90,0.91,138,102.4,188,101.5,109,7.27,29,9
Mississippi St,2009,1280,1985,2021,Z13,69,Mississippi St.,SEC,23-13,11.55,107.8,92,96.2,54,67.2,95,-0.004,170,4.96,72,105.3,82,100.3,70,-3.07,234,13
Boston College,2009,1130,1985,2021,Y07,74,Boston College,ACC,22-12,11.2,113.2,33,102,150,65.3,172,0.038,74,6.4,56,106.6,51,100.2,67,-5.57,292,7
Dayton,2009,1173,1985,2021,Y11,78,Dayton,A10,27-8,10.23,103.3,156,93,25,64.5,210,0.107,5,2.34,110,104.9,93,102.6,152,-4.57,269,11
Northern Iowa,2009,1320,1985,2021,Z12,83,Northern Iowa,MVC,23-11,9.7,110.6,59,100.9,131,60.8,318,0.051,50,3.1,98,104.7,97,101.6,114,1.88,110,12
WKU,2009,1443,1985,2021,X12,88,Western Kentucky,SB,25-9,8.1,111.1,52,103,173,65.6,155,0.092,10,-0.6,173,102.2,197,102.8,162,6.63,36,12
Akron,2009,1103,1985,2021,X13,95,Akron,MAC,23-13,6.9,102.9,163,96,51,64.8,190,-0.014,204,-1.6,192,100.9,246,102.5,147,-1.83,205,13
SF Austin,2009,1372,1987,2021,X14,101,Stephen F. Austin,Slnd,24-8,6.52,97,268,90.4,9,62.4,289,0.053,49,-1.98,204,101.9,212,103.9,202,4.63,58,14
ETSU,2009,1190,1985,2021,W16,105,East Tennessee St.,ASun,23-11,5.67,106.4,108,100.7,126,69.6,31,-0.048,289,-4.73,263,100.2,267,105,246,-1.26,189,16
Cornell,2009,1165,1985,2020,Z14,107,Cornell,Ivy,21-10,5.23,108.5,85,103.3,179,65.4,162,-0.005,174,-5.58,281,99,291,104.6,232,-0.5,175,14
CS Northridge,2009,1169,1991,2021,Z15,108,Cal St. Northridge,BW,17-14,5.18,102.2,182,97,64,71.8,12,-0.045,283,0.26,154,104,123,103.7,194,5.14,50,15
American Univ,2009,1110,1985,2021,W14,112,American,Pat,24-8,4.7,105.3,123,100.6,125,60.7,319,0.093,8,-6.34,295,97.6,317,104,204,0.55,141,14
Portland St,2009,1340,1999,2021,W13,118,Portland St.,BSky,23-10,4.04,109.2,77,105.1,219,64.8,191,0.025,105,-3.32,233,101.5,221,104.8,242,0,157,13
Robert Morris,2009,1352,1985,2021,Y15,146,Robert Morris,NEC,24-11,1.49,102,187,100.6,122,66,139,0.055,44,-7.27,310,99.3,284,106.5,317,0.44,144,15
Morgan St,2009,1288,1985,2021,X15,150,Morgan St.,MEAC,23-12,0.99,100.1,222,99.1,91,65.5,159,0.031,88,-7.43,311,98.2,309,105.7,286,4.82,55,15
Morehead St,2009,1287,1985,2021,Y16b,157,Morehead St.,OVC,20-16,0.76,102,189,101.3,137,65.3,169,0.015,128,-1.9,200,103.6,138,105.5,268,3.49,76,16
Radford,2009,1347,1985,2021,X16,176,Radford,BSth,21-12,-0.86,101.2,208,102.1,153,69.2,37,0.076,21,-4.54,260,101,243,105.5,271,8.71,22,16
Binghamton,2009,1127,2002,2021,W15,177,Binghamton,AE,23-9,-0.98,102.3,181,103.3,178,67.2,91,0.13,3,-5.64,282,99.6,281,105.3,259,-4.08,253,15
Alabama St,2009,1106,1985,2021,Y16a,200,Alabama St.,SWAC,22-10,-2.97,100.7,214,103.6,184,63.6,249,0.025,104,-11.71,340,95.4,339,107.2,333,9.21,20,16
Chattanooga,2009,1151,1985,2021,Z16,213,Chattanooga,SC,18-17,-4.04,104.3,142,108.4,283,69.5,33,0.041,69,-3.37,235,102.1,200,105.5,270,12.4,7,16
Duke,2010,1181,1985,2021,X01,1,Duke,ACC,35-5,33.29,121,1,87.7,5,64.7,229,0.009,145,11.53,4,107.9,19,96.4,1,2.5,94,1
Kansas,2010,1242,1985,2021,Y01,2,Kansas,B12,33-3,31.85,120.4,2,88.5,8,67.2,105,0.038,83,9.53,16,108.2,16,98.7,32,1.13,125,1
Syracuse,2010,1393,1985,2021,Z01,3,Syracuse,BE,30-5,27.62,118.5,6,90.9,14,68.7,59,-0.008,191,8.62,36,108.5,10,99.8,67,-2.96,246,1
Kentucky,2010,1246,1985,2021,W01,4,Kentucky,SEC,35-3,26.54,114.9,22,88.3,6,68.3,66,0.06,43,7.06,55,106.5,50,99.5,57,-1.28,194,1
West Virginia,2010,1452,1985,2021,W02,5,West Virginia,BE,31-7,25.54,117.2,12,91.7,21,62.6,296,0.057,45,12.58,1,110,1,97.5,7,5.45,50,2
Kansas St,2010,1243,1985,2021,Z02,6,Kansas St.,B12,29-8,25.52,116.1,15,90.6,12,69.4,36,-0.008,192,11.99,2,109.5,2,97.5,10,2.37,96,2
Ohio St,2010,1326,1985,2021,Y02,7,Ohio St.,B10,29-8,24.99,117.5,8,92.5,26,64.6,232,0.007,152,7.88,49,106.3,60,98.4,26,-2.92,243,2
Baylor,2010,1124,1985,2021,X03,8,Baylor,B12,28-8,24.95,119.2,5,94.3,43,64.5,235,-0.021,234,10.59,8,108.3,13,97.7,14,-2.79,237,3
Wisconsin,2010,1458,1985,2021,W04,9,Wisconsin,B10,24-9,23.56,115.2,20,91.6,19,59.2,339,-0.013,202,8.69,33,107.9,18,99.2,49,1.01,128,4
BYU,2010,1140,1985,2021,Z07,10,BYU,MWC,30-6,23.27,117.3,10,94,37,71.1,15,0.012,130,3.88,98,104.9,96,101,99,-0.03,148,7
Georgetown,2010,1207,1985,2021,Y03,11,Georgetown,BE,23-11,22.64,116.8,13,94.2,42,65.8,182,-0.035,266,11.55,3,109,4,97.4,6,3.35,79,3
Butler,2010,1139,1985,2021,Z05,12,Butler,Horz,33-5,22.45,111,49,88.5,7,63,286,0.032,91,6.85,60,106.7,45,99.9,68,11.11,4,5
Maryland,2010,1268,1985,2021,Y04,13,Maryland,ACC,24-9,22.37,118.3,7,95.9,57,68.7,53,-0.023,241,8.87,28,106.7,46,97.8,15,-4.35,276,4
California,2010,1143,1985,2021,X08,14,California,P10,24-11,22.15,119.6,3,97.4,76,67.1,107,-0.043,282,9.03,25,106.5,53,97.5,8,8.46,16,8
Purdue,2010,1345,1985,2021,X04,15,Purdue,B10,29-6,22.05,109.8,65,87.7,4,66.2,161,0.07,33,8.81,30,107.8,21,99,45,-1.26,193,4
Texas A&M,2010,1401,1985,2021,X05,16,Texas A&M,B12,24-10,21.33,112.6,37,91.2,17,64.3,243,-0.005,182,11.51,5,109.4,3,97.9,16,0.15,141,5
Villanova,2010,1437,1985,2021,X02,17,Villanova,BE,25-8,21.24,117.2,11,96,59,71.2,12,0.025,103,10.03,12,108.7,7,98.7,33,-0.91,171,2
Xavier,2010,1462,1985,2021,Z06,18,Xavier,A10,26-9,20.87,115.5,18,94.6,47,68.9,47,0.01,139,8.04,46,106.2,64,98.2,19,7.27,30,6
Texas,2010,1400,1985,2021,W08,19,Texas,B12,24-10,20.75,113.9,24,93.1,30,71.5,11,-0.014,209,9.01,27,107.2,35,98.2,18,-1.32,195,8
Michigan St,2010,1277,1985,2021,Y05,20,Michigan St.,B10,28-9,20.13,112.8,33,92.7,27,65.3,203,0.027,96,9.03,24,107.5,26,98.5,29,-0.94,173,5
Temple,2010,1396,1985,2021,W05,21,Temple,A10,29-6,20.12,107.8,93,87.7,3,60.4,332,0.076,26,6.07,67,106.4,57,100.3,86,5.68,49,5
Missouri,2010,1281,1985,2021,W10,22,Missouri,B12,23-11,19.99,111.5,46,91.5,18,68.8,51,-0.035,264,8.17,44,107.1,39,98.9,43,-6.1,306,10
Utah St,2010,1429,1985,2021,X12,23,Utah St.,WAC,27-8,19.9,116,16,96.1,62,59.8,336,-0.026,244,1.81,136,105,91,103.2,181,0.16,140,12
Marquette,2010,1266,1985,2021,W06,24,Marquette,BE,22-12,19.65,115.1,21,95.5,55,62.3,305,-0.064,312,9.05,23,108,17,98.9,44,-6.52,311,6
Clemson,2010,1155,1985,2021,W07,25,Clemson,ACC,21-11,19.28,110.9,50,91.6,20,67.6,87,-0.041,277,8.76,31,106.3,61,97.6,11,-2.85,239,7
Northern Iowa,2010,1320,1985,2021,Y09,27,Northern Iowa,MVC,30-5,18.87,109.6,67,90.8,13,58.9,340,0.034,85,4.08,92,105.7,73,101.6,115,-1.58,200,9
Pittsburgh,2010,1338,1985,2021,Z03,28,Pittsburgh,BE,25-9,18.66,111.4,47,92.8,28,61.3,319,0.041,76,7.87,50,107.7,23,99.8,66,-2.76,233,3
St Mary's CA,2010,1388,1985,2021,X10,29,Saint Mary's,WCC,28-6,18.59,116.5,14,97.9,85,66.2,158,0.038,82,2.72,115,105.4,81,102.7,166,1.18,123,10
Tennessee,2010,1397,1985,2021,Y06,30,Tennessee,SEC,28-9,18.5,108.9,75,90.4,11,67.5,91,0.082,20,8.67,34,107.4,32,98.7,35,-0.48,160,6
Georgia Tech,2010,1210,1985,2021,Y10,31,Georgia Tech,ACC,23-13,18.22,109.2,71,91,15,68.2,67,-0.034,262,10.94,7,107.4,31,96.4,2,-2.46,229,10
Washington,2010,1449,1985,2021,W11,32,Washington,P10,26-10,18.19,111.7,44,93.6,33,71.7,10,0.029,94,6.97,57,106.7,44,99.7,62,1.13,126,11
Florida St,2010,1199,1985,2021,Z09,33,Florida St.,ACC,22-10,18.02,105,145,87,2,65.3,208,0.009,142,9.01,26,107.3,34,98.3,21,-2.88,241,9
Minnesota,2010,1278,1985,2021,Z11,34,Minnesota,B10,21-14,17.97,112,41,94.1,41,65.6,190,-0.055,302,8.37,40,107.7,24,99.3,52,-3.72,261,11
Notre Dame,2010,1323,1985,2021,X06,35,Notre Dame,BE,23-12,17.71,119.4,4,101.7,153,62.4,302,-0.068,320,6.28,66,106.5,51,100.2,84,-9.08,341,6
Vanderbilt,2010,1435,1985,2021,Z04,36,Vanderbilt,SEC,24-9,17.54,113.7,25,96.2,64,68.7,56,0.019,115,8.14,45,107.1,37,99,47,1.5,117,4
Old Dominion,2010,1330,1985,2021,X11,37,Old Dominion,CAA,27-9,17.51,107.8,90,90.3,10,62.6,295,0.009,141,3.17,108,105,90,101.9,127,6.16,44,11
Louisville,2010,1257,1985,2021,X09,38,Louisville,BE,20-13,16.91,114.5,23,97.6,78,66.3,151,-0.038,271,8.87,29,107.8,20,99,46,-1.62,203,9
Oklahoma St,2010,1329,1985,2021,Y07,39,Oklahoma St.,B12,22-11,16.72,112.2,40,95.4,54,66.2,159,0.011,136,8.47,38,107.2,36,98.7,36,-4.33,274,7
San Diego St,2010,1361,1985,2021,Y11,40,San Diego St.,MWC,25-9,16.58,111.4,48,94.9,51,63.1,284,0.006,155,5.4,76,105.3,84,99.9,69,2.24,99,11
UNLV,2010,1424,1985,2021,Y08,41,UNLV,MWC,25-9,16.56,110.6,55,94,40,66.3,156,-0.013,205,4.08,91,104.8,104,100.7,93,0.67,135,8
UTEP,2010,1431,1985,2021,Z12,42,UTEP,CUSA,26-7,16.53,107.7,95,91.2,16,67.9,76,0.024,104,2.62,120,104.1,129,101.5,112,-4.26,270,12
New Mexico,2010,1307,1985,2021,W03,43,New Mexico,MWC,30-5,16.18,113.6,26,97.4,74,67.4,98,0.096,13,4.09,90,105,92,100.9,96,1.85,109,3
Gonzaga,2010,1211,1985,2021,Z08,44,Gonzaga,WCC,27-7,16.14,112.3,38,96.1,63,67.5,95,0.079,23,3.42,104,105.5,79,102.1,137,4.43,61,8
Cornell,2010,1165,1985,2020,W12,46,Cornell,Ivy,29-5,15.92,117.4,9,101.5,149,63.9,261,0.068,36,-0.66,173,101.2,218,101.9,130,4.12,65,12
Florida,2010,1196,1985,2021,Z10,50,Florida,SEC,21-13,15.23,113,31,97.8,83,63.9,262,-0.061,309,7.75,51,106.6,48,98.8,42,-1.96,216,10
Murray St,2010,1293,1985,2021,Z13,53,Murray St.,OVC,31-5,15.06,109,74,94,36,65.6,192,-0.011,200,-5.78,272,100.2,252,106,311,-5.24,288,13
Richmond,2010,1350,1985,2021,X07,54,Richmond,A10,26-9,15.01,108.8,77,93.8,35,62.5,301,0.047,64,5.7,70,105.4,80,99.7,63,2.39,95,7
Wake Forest,2010,1448,1985,2021,W09,58,Wake Forest,ACC,20-11,14.12,107.1,106,93,29,68.7,58,0.067,39,10.51,9,107.4,28,96.9,3,-0.82,165,9
Siena,2010,1373,1985,2021,X13,59,Siena,MAAC,27-7,13.86,109.4,69,95.5,56,69.2,43,0.027,99,-0.51,170,100.9,228,101.4,108,3.22,80,13
Wofford,2010,1459,1996,2021,W13,82,Wofford,SC,26-9,10.12,104.6,147,94.4,45,63.5,273,-0.023,242,-1.55,193,102.2,183,103.8,203,4.23,63,13
Houston,2010,1222,1985,2021,Y13,88,Houston,CUSA,19-16,8.79,112,42,103.2,179,71.1,14,-0.083,335,3.76,100,105,93,101.2,104,0.68,134,13
Ohio,2010,1325,1985,2021,Y14,94,Ohio,MAC,22-15,8.25,107.3,103,99,100,68.8,50,-0.068,319,0.76,155,103.1,163,102.3,152,-0.9,170,14
Montana,2010,1285,1985,2021,W14,95,Montana,BSky,22-10,8.08,106.5,116,98.4,92,62,312,-0.042,278,-2.21,205,103.4,153,105.6,289,-0.86,168,14
Sam Houston St,2010,1358,1987,2021,X14,100,Sam Houston St.,Slnd,25-8,7.42,110.2,57,102.7,172,69.3,37,0.052,54,-3.33,230,101.3,216,104.6,244,4.67,56,14
New Mexico St,2010,1308,1985,2021,Y12,112,New Mexico St.,WAC,22-12,6.03,111.6,45,105.5,231,70.3,24,0.122,5,4.03,94,105.8,72,101.7,120,2.09,102,12
Oakland,2010,1324,2000,2021,Z14,135,Oakland,Sum,26-9,3.19,107.5,98,104.3,209,69.5,33,0.173,1,-2.75,221,101.6,205,104.4,232,10.65,5,14
Vermont,2010,1436,1985,2021,Z16,136,Vermont,AE,25-10,3.08,104.1,151,101,136,66.1,167,0.068,35,-6.32,284,98.8,287,105.1,261,-3.11,251,16
ETSU,2010,1190,1985,2021,W16,150,East Tennessee St.,ASun,20-15,2.47,100.9,199,98.4,93,66.8,125,-0.004,179,-1.26,186,102.1,187,103.3,185,8.97,13,16
UC Santa Barbara,2010,1364,1985,2021,Y15,153,UC Santa Barbara,BW,20-10,2.11,100,212,97.9,86,66.3,150,0.125,3,-1,182,102.8,170,103.8,202,3.46,77,15
Morgan St,2010,1288,1985,2021,W15,156,Morgan St.,MEAC,27-10,1.58,105.5,135,104,203,68.6,62,0.078,24,-7.71,302,98.2,300,105.9,301,0.13,143,15
North Texas,2010,1317,1985,2021,Z15,175,North Texas,SB,24-9,-0.47,103.4,164,103.8,199,67.4,99,0.113,8,-5.87,275,99.9,261,105.7,294,-2.96,245,15
Robert Morris,2010,1352,1985,2021,X15,185,Robert Morris,NEC,23-12,-0.97,99.9,216,100.8,132,66.1,170,0.074,27,-7.18,293,98.1,305,105.3,272,3.47,75,15
Lehigh,2010,1250,1985,2021,Y16,186,Lehigh,Pat,22-11,-0.97,105.6,134,106.6,249,68.9,48,0.018,116,-10.02,326,96.8,322,106.8,330,-8.95,340,16
Winthrop,2010,1457,1987,2021,X16b,225,Winthrop,BSth,19-14,-5.63,90.7,320,96.3,65,64,259,0.049,59,-7.35,297,98.6,290,106,309,6.9,33,16
Ark Pine Bluff,2010,1115,1999,2021,X16a,231,Arkansas Pine Bluff,SWAC,18-16,-6.44,93.1,303,99.5,107,65.1,215,0.053,50,-7.62,300,96.4,324,104,213,17.98,1,16
Ohio St,2011,1326,1985,2021,W01,1,Ohio St.,B10,34-3,33.47,125,1,91.5,12,63.8,250,0.031,103,8.82,26,108.9,17,100,45,-4.08,266,1
Duke,2011,1181,1985,2021,X01,2,Duke,ACC,32-5,28.42,119.7,5,91.3,9,68.6,40,0.017,140,8.43,30,107.3,36,98.9,15,3.48,64,1
Kansas,2011,1242,1985,2021,Z01,3,Kansas,B12,35-3,28.38,118.9,6,90.6,6,68.4,42,0.06,38,7.75,32,108.2,28,100.5,61,-0.29,164,1
Pittsburgh,2011,1338,1985,2021,Y01,4,Pittsburgh,BE,28-6,27.08,120.6,4,93.5,24,61.8,315,-0.023,236,8.17,31,107.6,32,99.4,24,-3.68,254,1
Texas,2011,1400,1985,2021,X04,5,Texas,B12,28-8,25.93,115.5,21,89.6,4,65.5,161,-0.058,307,7.61,35,107.5,34,99.9,37,0.6,143,4
Wisconsin,2011,1458,1985,2021,Y04,6,Wisconsin,B10,25-9,25.84,122.3,2,96.5,52,56.9,344,-0.003,191,10.81,11,110,9,99.2,20,-3.58,253,4
Kentucky,2011,1246,1985,2021,W04,7,Kentucky,SEC,29-9,25.82,117.8,8,92,16,65,184,-0.044,285,9.81,18,108.4,23,98.5,10,4.46,52,4
San Diego St,2011,1361,1985,2021,X02,8,San Diego St.,MWC,34-3,24.98,114.1,28,89.1,2,62.3,306,0.059,43,7.48,38,107.6,31,100.1,48,4.1,56,2
Purdue,2011,1345,1985,2021,Z03,9,Purdue,B10,26-8,24.79,115.9,18,91.1,8,66,136,0.007,161,10.16,14,108.8,18,98.7,12,1.21,120,3
Connecticut,2011,1163,1985,2021,X03,10,Connecticut,BE,32-9,23.93,115.8,19,91.9,15,64.5,221,0.048,58,12.78,2,110.1,8,97.4,2,-0.77,179,3
Notre Dame,2011,1323,1985,2021,Z02,11,Notre Dame,BE,27-7,23.25,120.9,3,97.7,66,63.1,277,0.074,24,9.92,17,108.2,27,98.3,6,-3.83,257,2
BYU,2011,1140,1985,2021,Y03,12,BYU,MWC,32-5,23.22,117.5,11,94.3,29,70.2,17,0.055,46,7.04,43,106.8,49,99.8,34,3.59,62,3
Syracuse,2011,1393,1985,2021,W03,13,Syracuse,BE,27-8,22.49,114.9,24,92.4,17,64.6,212,0.032,99,9.03,23,108.3,24,99.3,23,-2.31,215,3
Louisville,2011,1257,1985,2021,Z04,14,Louisville,BE,25-10,22.26,111.4,52,89.2,3,66.8,88,-0.037,269,8.77,27,108.3,26,99.5,27,-5.13,289,4
North Carolina,2011,1314,1985,2021,W02,15,North Carolina,ACC,29-8,22.18,111.8,49,89.6,5,70.6,15,0.064,33,11.14,8,109.9,11,98.8,14,6.01,36,2
Washington,2011,1449,1985,2021,W07,16,Washington,P10,24-11,21.69,117.7,10,96,49,69.9,21,-0.099,334,7.21,40,106.9,46,99.7,30,1.07,122,7
Florida,2011,1196,1985,2021,Y02,17,Florida,SEC,29-8,20.61,115.8,20,95.2,38,62.5,300,0.038,84,7.73,33,106.8,47,99.1,19,1.55,110,2
Illinois,2011,1228,1985,2021,Z09,18,Illinois,B10,20-14,20.14,113.3,34,93.1,23,64.8,202,-0.074,322,12.29,6,110.6,5,98.3,8,3.15,68,9
West Virginia,2011,1452,1985,2021,W05,19,West Virginia,BE,21-12,20.11,114.9,23,94.8,35,62.5,298,-0.018,227,12.7,3,111,1,98.3,7,7.1,21,5
Arizona,2011,1112,1985,2021,X05,20,Arizona,P10,30-8,19.65,117.4,12,97.8,67,65.3,170,0.064,32,7.69,34,107.7,30,100,41,-0.36,166,5
Cincinnati,2011,1153,1985,2021,X06,21,Cincinnati,BE,26-9,19.41,111.1,55,91.7,13,62.6,293,0.04,80,6.23,55,106.8,48,100.6,64,-9.35,334,6
Utah St,2011,1429,1985,2021,Y12,22,Utah St.,WAC,30-4,19.32,111.2,54,91.8,14,62.4,302,0.033,93,-0.29,160,103.8,142,104.1,186,-2.4,217,12
Belmont,2011,1125,2000,2021,Y13,23,Belmont,ASun,30-5,18.48,112.6,40,94.1,28,68.4,44,-0.006,196,-4.71,270,100.5,279,105.2,245,-1.05,184,13
George Mason,2011,1206,1985,2021,W08,24,George Mason,CAA,27-7,18.3,114.1,29,95.8,45,64.5,217,0.028,108,2.06,105,105,93,103,135,0.66,140,8
Clemson,2011,1155,1985,2021,W12a,25,Clemson,ACC,22-12,18.16,109.6,71,91.5,11,63.9,248,-0.087,329,6.99,45,106.7,53,99.7,33,-2.81,230,12
Marquette,2011,1266,1985,2021,W11,26,Marquette,BE,22-15,18.14,115.5,22,97.3,62,66.2,116,-0.058,306,11.06,9,109.4,13,98.4,9,-5.91,308,11
Villanova,2011,1437,1985,2021,W09,28,Villanova,BE,21-12,17.83,114.9,25,97,59,65,182,-0.04,278,9.07,21,108.3,25,99.3,22,-0.79,181,9
UNLV,2011,1424,1985,2021,Z08,29,UNLV,MWC,24-9,17.75,110.6,57,92.9,21,66.4,110,0.003,170,5.99,58,106.2,66,100.2,52,1.85,98,8
Michigan,2011,1276,1985,2021,X08,30,Michigan,B10,21-14,17.69,112.8,39,95.1,37,61.5,322,-0.014,218,12,7,110.7,4,98.7,13,-1.19,189,8
Georgetown,2011,1207,1985,2021,Z06,31,Georgetown,BE,21-11,17.65,114.2,27,96.6,55,63.4,265,0.048,60,12.51,4,110.2,6,97.7,3,5.8,39,6
Kansas St,2011,1243,1985,2021,Y05,32,Kansas St.,B12,23-11,17.42,111.1,56,93.6,25,66.4,106,0.01,149,9.23,19,108.5,21,99.3,21,0.73,135,5
Vanderbilt,2011,1435,1985,2021,Z05,33,Vanderbilt,SEC,23-11,17.33,116.6,16,99.2,87,66.1,125,-0.05,296,6.66,50,106.5,60,99.8,35,2.52,84,5
Temple,2011,1396,1985,2021,X07,34,Temple,A10,26-8,16.84,110.5,60,93.7,26,64.2,232,0.014,144,4.04,79,105.5,82,101.5,82,5.83,38,7
Florida St,2011,1199,1985,2021,Z10,35,Florida St.,ACC,23-11,16.76,104.5,147,87.7,1,66.7,95,-0.017,225,7.01,44,107.1,41,100.1,46,-1.82,204,10
Butler,2011,1139,1985,2021,Y08,36,Butler,Horz,28-10,16.46,112.3,43,95.9,46,63.5,262,0.033,94,6.11,57,106.4,61,100.3,54,6.67,26,8
Gonzaga,2011,1211,1985,2021,Y11,37,Gonzaga,WCC,25-10,16.45,112.1,45,95.6,44,66.1,126,-0.007,199,3.82,80,106.4,62,102.6,115,4.5,51,11
Xavier,2011,1462,1985,2021,W06,38,Xavier,A10,24-8,16.02,112.8,37,96.8,58,64.3,229,0.035,89,4.49,73,105.4,85,100.9,72,6.02,35,6
Richmond,2011,1350,1985,2021,Z12,39,Richmond,A10,29-8,16.01,112.6,41,96.5,54,62.1,309,0.052,52,3.11,91,104.8,104,101.7,89,1,124,12
St John's,2011,1385,1985,2021,Y06,41,St. John's,BE,21-12,15.87,111.2,53,95.3,40,66,133,0.047,62,10.98,10,110,10,99,18,1.69,104,6
Missouri,2011,1281,1985,2021,X11,42,Missouri,B12,23-11,15.54,113.4,33,97.8,68,70.7,14,-0.013,213,6.5,52,106.9,44,100.4,59,-4.76,281,11
Michigan St,2011,1277,1985,2021,Y10,45,Michigan St.,B10,19-15,15.08,109.5,73,94.4,30,65,186,0.01,152,13.7,1,111,2,97.3,1,6.7,25,10
Penn St,2011,1336,1985,2021,X10,46,Penn St.,B10,19-15,14.88,113.1,35,98.3,76,59.4,339,0.037,85,12.46,5,110.7,3,98.3,5,-0.62,172,10
Old Dominion,2011,1330,1985,2021,Y09,48,Old Dominion,CAA,27-7,14.66,110,64,95.4,41,60.4,330,0.059,41,2.38,100,105.2,91,102.8,126,2.76,78,9
Texas A&M,2011,1401,1985,2021,Z07,49,Texas A&M,B12,24-9,14.62,110,65,95.4,42,60.9,328,0.05,57,5.43,67,105.9,72,100.5,62,-7.5,323,7
UCLA,2011,1417,1985,2021,Y07,52,UCLA,P10,23-11,13.57,108.7,80,95.1,36,65.5,163,0.033,95,6.92,46,107.3,38,100.4,56,0.26,153,7
VCU,2011,1433,1985,2021,Z11b,53,VCU,CAA,28-12,13.49,112,47,98.5,78,65.6,156,0.021,128,4.79,70,105.8,74,101,75,2.26,89,11
Oakland,2011,1324,2000,2021,X13,56,Oakland,Sum,25-10,13.31,118.6,7,105.3,221,71.1,9,0.021,129,2.01,106,106,68,104,180,14.82,1,13
USC,2011,1425,1985,2021,Z11a,57,USC,P10,19-15,13.29,107.9,91,94.6,33,61.7,318,-0.05,294,7.56,36,107.8,29,100.2,53,2.66,81,11
Tennessee,2011,1397,1985,2021,X09,62,Tennessee,SEC,19-15,12.41,108,90,95.6,43,66.1,131,-0.013,214,9.07,22,108.6,19,99.6,28,6.45,27,9
Georgia,2011,1208,1985,2021,W10,63,Georgia,SEC,21-12,12.24,108.2,86,95.9,47,63.5,261,-0.003,193,5.83,61,106.2,65,100.4,58,-0.69,176,10
UAB,2011,1412,1985,2021,W12b,65,UAB,CUSA,22-9,11.64,108.8,78,97.2,60,61.8,314,0.025,118,2.16,103,104.3,121,102.1,98,-2.02,210,12
